จบจากโรงเรียน,No_computer,working,not_working,no_boy,no_girl,total_student,no_classroom,total_teacher,total_teacher_rank1,total_teacher_rank2,total_teacher_rank3,total_teacher_rank4,total_teacher_rank5
ด่านแม่คำมันพิทยาคม,83,83,12,135,119,254,12,16,8,5,3,0,0
ลับแลพิทยาคม,87,83,5,134,124,258,13,16,1,5,10,0,0
ทองแสนขันวิทยา,80,80,0,219,259,478,15,28,6,18,4,0,0
ฟากท่าวิทยา,180,150,35,274,335,609,18,23,0,6,17,0,0
ท่าปลาประชาอุทิศ,174,174,0,350,374,724,25,25,11,10,4,0,0
บ้านโคกวิทยาคม,141,129,12,300,320,620,18,27,14,12,1,0,0
น้ำปาดชนูปถัมภ์,163,131,31,397,441,838,27,41,6,26,8,0,1
พิษณุโลกพิทยาคม,455,394,21,2526,288,2814,78,122,20,50,51,1,0
เฉลิมขวัญสตรี,322,6,41,139,2971,3110,81,127,26,41,60,0,0
จ่านกร้อง,281,281,0,934,1379,2313,63,109,12,26,71,0,0
เตรียมอุดมศึกษาภาคเหนือพิษณุโลก,359,326,33,344,878,1222,36,56,13,12,31,0,0
วังน้ำคู้ศึกษา,40,33,7,91,73,164,9,11,4,6,1,0,0
ท่าทองพิทยาคม,60,60,0,173,152,325,12,12,3,5,4,0,0
ดอนทองวิทยา,48,48,0,136,134,270,11,13,0,6,7,0,0
บ้านกร่างวิทยาคม,142,76,66,189,217,406,14,20,2,2,16,0,0
พุทธชินราชพิทยา,413,372,39,978,977,1955,48,89,13,18,57,1,0
วิทยาศาสตร์จุฬาภรณราชวิทยาลัยพิษณุโลก,168,168,0,313,413,726,30,59,4,20,34,1,0
บางระกำวิทยศึกษา,165,165,0,418,436,854,25,32,5,17,10,0,0
ชุมแสงสงคราม,45,40,5,129,138,267,13,13,2,9,2,0,0
ประชาสงเคราะห์วิทยา,103,0,0,447,526,973,26,36,14,15,7,0,0
เนินกุ่มวิทยา,16,16,0,63,53,116,6,8,3,3,2,0,0
บางกระทุ่มพิทยาคม,162,162,0,463,478,941,27,39,14,12,13,0,0
วังทองพิทยาคม,139,139,0,494,520,1014,30,44,8,14,22,0,0
สฤษดิ์เสนาพิทยาคม,24,17,7,45,30,75,6,8,2,3,3,0,0
หนองพระพิทยา,53,53,0,202,208,410,12,14,4,5,5,0,0
ทรัพย์ไพรวัลย์วิทยาคม,23,23,1,48,61,109,9,6,4,1,1,0,0
บ้านกลางพิทยาคม,68,59,9,187,246,433,14,21,8,9,4,0,0
เนินสะอาดวิทยาคม,34,34,0,189,137,326,11,15,8,2,5,0,0
น้ำรินพิทยาคม,59,50,6,143,133,276,8,8,2,5,1,0,0
วังพิกุลวิทยศึกษา,79,67,12,112,88,200,12,10,1,1,8,0,0
เนินมะปรางศึกษาวิทยา,189,149,40,377,446,823,25,36,14,12,10,0,0
วังโพรงพิทยาคม,72,72,0,141,177,318,12,19,9,3,7,0,0
ไทรย้อยพิทยาคม,39,20,10,130,120,250,14,8,3,1,4,0,0
นครไทย,114,85,32,597,828,1425,36,63,14,17,32,0,0
นาบัววิทยา,28,28,0,78,104,182,9,13,2,2,9,0,0
นครชุมพิทยารัชมังคลาภิเษก,77,64,8,121,116,237,12,13,7,3,3,0,0
นครบางยางพิทยาคม,74,53,21,194,212,406,12,18,5,7,6,0,0
บ่อโพธิ์วิทยา,40,40,0,105,99,204,9,8,0,0,8,0,0
ยางโกลนวิทยา,35,35,0,110,101,211,12,10,2,3,5,0,0
ชาติตระการวิทยา,91,81,10,469,602,1071,32,44,11,21,12,0,0
สวนเมี่ยงวิทยา,39,24,15,84,131,215,10,11,8,2,1,0,0
พรหมพิรามวิทยา,185,185,0,515,715,1230,34,52,13,18,21,0,0
วังมะด่านพิทยาคม,46,43,3,157,117,274,12,11,8,1,2,0,0
ดงประคำพิทยาคม,60,36,24,107,87,194,12,6,4,0,2,0,0
วัดโบสถ์ศึกษา,76,76,0,208,265,473,16,23,0,5,18,0,0
คันโช้งพิทยาคม,63,63,0,90,84,174,9,8,5,3,0,0,0
เพชรพิทยาคม,295,220,25,1101,1313,2414,78,112,11,40,59,2,0
วิทยานุกูลนารี,459,446,13,959,1781,2740,71,116,19,26,71,0,0
สวนกุหลาบวิทยาลัยเพชรบูรณ์,64,40,34,216,223,439,18,32,2,10,20,0,0
เนินพิทยาคม,57,31,16,172,158,330,12,19,0,4,15,0,0
เพชรบูรณ์วิทยา,71,31,35,147,187,334,13,25,0,8,17,0,0
พัชรพิทยาคม,54,33,21,72,57,129,9,14,2,1,11,0,0
ชนแดนวิทยาคม,134,94,40,260,366,626,22,32,18,6,7,0,1
ดงขุยวิทยาคม,99,90,9,407,545,952,28,46,17,10,18,0,1
วังโป่งพิทยาคม,105,33,72,131,153,284,12,13,9,0,4,0,0
วังโป่งศึกษา,47,21,22,189,270,459,16,22,9,3,10,0,0
หล่มสักวิทยาคม,314,308,231,1173,1637,2810,72,106,17,21,67,1,0
ติ้ววิทยาคม,47,47,0,163,220,383,17,31,0,3,28,0,0
ผาเมืองวิทยาคม,68,34,34,75,99,174,10,21,0,4,17,0,0
เมืองกลางวิทยาคม,100,50,20,129,138,267,10,18,1,5,12,0,0
ศรีจันทร์วิทยาคมรัชมังคลาภิเษก,78,78,0,93,83,176,12,10,2,1,7,0,0
กาญจนาภิเษกวิทยาลัยเพชรบูรณ์,61,60,1,208,165,373,18,55,3,9,43,0,0
ผาแดงวิทยาคม,35,24,11,56,73,129,6,9,1,1,7,0,0
หล่มเก่าพิทยาคม,420,375,45,937,1295,2232,60,101,18,16,66,1,0
เมืองราดวิทยาคม,110,42,68,220,268,488,15,28,2,4,22,0,0
น้ำหนาววิทยาคม,68,48,20,152,161,313,12,20,14,5,1,0,0
แคมป์สนวิทยาคม,108,98,10,213,276,489,17,31,5,9,17,0,0
ร่มเกล้าเขาค้อเพชรบูรณ์,34,44,0,158,138,296,12,20,4,9,7,0,0
นิยมศิลป์อนุสรณ์,230,200,0,701,1066,1767,45,74,18,24,32,0,0
พุขามครุฑมณีอุทิศ,135,108,27,71,130,201,12,22,3,4,15,0,0
น้ำร้อนวิทยาคม,64,27,37,152,158,310,12,15,5,5,5,0,0
ซับสมบูรณ์วิทยาคม,46,46,0,76,67,143,6,7,3,3,1,0,0
โคกปรงวิทยาคม,102,74,28,93,118,211,11,13,4,2,7,0,0
วังใหญ่วิทยาคม,66,22,5,84,83,167,7,11,6,1,4,0,0
ศรีเทพประชาสรรค์,202,202,0,487,643,1130,30,43,19,15,9,0,0
เมืองศรีเทพ,50,35,15,252,232,484,15,17,11,4,2,0,0
นาสนุ่นวิทยาคม,45,25,20,115,147,262,12,15,5,6,4,0,0
หนองไผ่,202,195,7,787,1191,1978,49,85,24,25,36,0,0
เพชรละครวิทยา,98,82,16,325,393,718,24,34,8,10,15,0,1
นาเฉลียงพิทยาคม,37,24,13,253,269,522,17,23,2,9,12,0,0
ท่าด้วงพิทยาคม,37,31,6,115,171,286,11,17,5,6,6,0,0
บึงสามพันวิทยาคม,129,119,0,414,678,1092,33,57,13,18,26,0,0
วังพิกุลพิทยาคม,91,50,41,188,223,411,18,21,8,11,2,0,0
ซับบอนวิทยาคม,38,13,23,182,234,416,16,15,4,8,3,0,0
ศรีมงคลวิทยาคม,20,12,6,80,80,160,6,11,6,2,3,0,0
กำแพงเพชรพิทยาคม,340,340,0,1087,1617,2704,66,115,31,35,49,0,0
วชิรปราการวิทยาคม,260,260,0,670,758,1428,36,64,17,11,36,0,0
ทุ่งโพธิ์ทะเลพิทยา,135,105,30,366,396,762,21,34,12,8,14,0,0
วัชรวิทยา,388,341,7,738,1117,1855,48,79,14,19,46,0,0
คณฑีพิทยาคม,92,77,15,266,237,503,18,25,8,11,6,0,0
นาบ่อคำวิทยาคม,80,60,20,254,298,552,19,29,3,10,16,0,0
นครไตรตรึงษ์,187,167,0,375,370,745,21,37,11,15,11,0,0
วังตะเคียนประชานุสรณ์,56,41,15,154,144,298,12,10,6,0,4,0,0
หนองกองพิทยาคม,89,67,18,173,171,344,12,17,1,9,7,0,0
เฉลิมพระเกียรติสมเด็จพระศรีนครินทร์กำแพงเพชร,90,90,0,252,340,592,22,33,3,8,22,0,0
ไทรงามพิทยาคม,108,108,8,278,385,663,21,28,1,15,12,0,0
บ่อแก้ววิทยา,56,56,0,129,150,279,12,17,3,5,9,0,0
พรานกระต่ายพิทยาคม,174,144,0,758,995,1753,47,75,28,18,29,0,0
พิไกรวิทยา,77,77,0,211,210,421,16,26,8,8,10,0,0
เรืองวิทย์พิทยาคม,96,80,16,355,369,724,23,30,14,6,10,0,0
ลานกระบือวิทยา,80,50,30,509,632,1141,33,50,14,27,9,0,0
มัธยมพัชรกิติยาภา2กำแพงเพชร,87,61,10,179,220,399,12,15,10,4,1,0,0
ราษฎร์ปรีชาวิทยาคม,41,36,5,122,99,221,15,17,11,2,4,0,0
โกสัมพีวิทยา,101,70,31,161,230,391,15,15,4,3,8,0,0
คลองลานวิทยา,142,92,50,603,888,1491,38,63,15,22,26,0,0
สักงามวิทยา,60,18,42,242,199,441,17,22,9,10,3,0,0
คลองลานพัฒนาจินดาศักดิ์,56,35,21,208,213,421,13,16,6,2,7,1,0
ขาณุวิทยา,93,93,0,894,1126,2020,51,77,31,8,38,0,0
โค้งไผ่วิทยา,53,53,0,292,311,603,18,34,10,5,19,0,0
ปางมะค่าวิทยาคม,25,22,3,195,251,446,15,16,2,7,7,0,0
สลกบาตรวิทยา,210,210,0,385,390,775,22,38,10,7,21,0,0
คลองขลุงราษฎร์รังสรรค์,179,169,0,610,842,1452,37,67,13,15,39,0,0
วังแขมวิทยาคม,110,110,0,208,294,502,18,26,8,1,17,0,0
วังไทรวิทยาคม,45,42,0,139,147,286,12,13,2,2,9,0,0
ทุ่งทรายวิทยา,223,169,54,513,663,1176,30,45,8,12,25,0,0
ปางศิลาทองศึกษา,80,80,20,374,582,956,30,48,19,14,15,0,0
ระหานวิทยา,152,139,13,452,477,929,27,36,14,13,9,0,0
พิจิตรพิทยาคม,449,449,0,1048,1514,2562,62,119,26,18,74,1,0
หัวดงรัฐชนูปถัมภ์,26,22,4,156,150,306,13,17,0,7,10,0,0
วังกรดพิทยา,57,26,31,103,66,169,6,9,0,1,8,0,0
เมธีพิทยา,48,39,9,102,78,180,12,7,1,4,2,0,0
สระหลวงพิทยาคม,191,191,0,663,962,1625,40,62,15,12,35,0,0
วังทรายพูนวิทยา,55,55,0,115,111,226,12,14,3,5,6,0,0
สรรเพชญอัฏฐมาพิทยาคม,26,22,5,70,74,144,6,11,1,1,9,0,0
ดงเสือเหลืองพิทยาคม,60,60,0,170,166,336,15,13,3,3,7,0,0
สามง่ามชนูปถัมภ์,126,81,30,239,324,563,21,23,8,7,8,0,0
กำแพงดินพิทยาคม,25,25,0,185,167,352,12,18,7,2,9,0,0
เนินปอรังนกชนูทิศ,43,19,24,146,119,265,12,16,9,3,4,0,0
หนองโสนพิทยาคม,70,70,0,328,347,675,25,26,14,6,6,0,0
สากเหล็กวิทยา,135,135,0,433,584,1017,30,32,15,8,9,0,0
วชิรบารมีพิทยาคม,53,37,16,168,237,405,13,16,8,4,4,0,0
วังโมกข์พิทยาคม,65,65,0,249,236,485,20,18,11,2,5,0,0
ตะพานหิน,245,240,5,902,1254,2156,57,95,34,17,44,0,0
วังสำโรงวังหว้า,37,32,8,137,102,239,12,16,1,2,13,0,0
ทุ่งโพธิ์พิทยา,48,40,8,47,50,97,6,10,2,0,8,0,0
บางมูลนากภูมิวิทยาคม,187,179,10,910,1207,2117,54,84,20,26,38,0,0
วังตะกูราษฎร์อุทิศ,73,54,19,98,124,222,8,9,1,3,5,0,0
โพธิธรรมสุวัฒน์,186,145,41,458,610,1068,33,49,12,10,27,0,0
พิบูลธรรมเวทวิทยา,80,39,41,83,76,159,6,8,2,2,4,0,0
ท่าเสาพิทยาคม,29,29,0,75,59,134,7,6,4,1,0,1,0
ห้วยยาวพิทยาคม,51,48,3,79,52,131,9,7,3,3,1,0,0
เขาทรายทับคล้อพิทยา,210,210,0,378,490,868,27,43,11,12,20,0,0
วันทีสถิตย์พิทยาคม,26,16,10,35,46,81,6,9,3,6,0,0,0
แหลมรังวิทยาคม,33,32,0,91,100,191,14,6,4,1,1,0,0
โพธิ์ไทรงามวิทยาคม,41,21,20,73,88,161,9,11,4,5,2,0,0
ดงเจริญพิทยาคม,35,25,10,67,70,137,7,11,6,2,3,0,0
วังงิ้ววิทยาคม,57,30,27,64,62,126,6,11,4,5,2,0,0
นครสวรรค์,386,375,11,1372,1809,3181,81,156,17,51,87,1,0
สตรีนครสวรรค์,700,700,0,852,1990,2842,75,111,18,35,57,1,0
บ้านแก่งชัชวลิตวิทยา,51,29,22,156,142,298,13,13,1,6,6,0,0
พระบางวิทยา,166,166,0,307,303,610,20,29,5,12,12,0,0
นวมินทราชูทิศมัชฌิม,131,131,0,1087,1259,2346,60,101,35,29,37,0,0
บึงบอระเพ็ดวิทยา,46,40,5,85,82,167,10,9,4,4,1,0,0
โกรกพระ,97,94,4,215,246,461,16,24,1,9,14,0,0
ทับกฤชพัฒนา,60,53,7,210,199,409,15,18,6,8,4,0,0
ชุมแสงชนูทิศ,378,378,0,958,1193,2151,63,97,30,38,29,0,0
เก้าเลี้ยววิทยา,127,122,5,321,323,644,21,26,1,9,16,0,0
หัวดงราชพรหมาภรณ์,84,74,10,108,128,236,9,13,3,4,6,0,0
พยุหะพิทยาคม,158,149,9,333,393,726,22,34,4,7,23,0,0
เขาทองพิทยาคม,30,25,5,158,132,290,10,17,3,6,8,0,0
เขากะลาวิทยาคม,30,25,5,62,30,92,6,10,4,5,1,0,0
บรรพตพิสัยพิทยาคม,100,88,7,398,568,966,27,44,18,10,16,0,0
หนองกรดพิทยาคม,124,106,26,310,302,612,15,19,4,5,10,0,0
รัฐราษฎร์อนุสรณ์,75,63,12,105,109,214,6,11,3,5,3,0,0
วังเมืองชนประสิทธิ์วิทยาคม,70,30,40,84,80,164,12,8,5,2,1,0,0
เทพศาลาประชาสรรค์,247,247,0,396,608,1004,28,40,24,11,5,0,0
ลาดยาววิทยาคม,394,290,94,766,1012,1778,47,73,35,18,20,0,0
แม่วงก์พิทยาคม,61,28,33,223,272,495,18,22,19,3,0,0,0
ห้วยน้ำหอมวิทยาคาร,128,128,0,460,717,1177,35,45,24,14,7,0,0
หนองบัว,,,,460,717,1177,35,45,24,14,7,0,0
วังบ่อวิทยา,47,35,12,119,104,223,8,10,2,5,3,0,0
ตาคลีประชาสรรค์,330,330,0,1108,1619,2727,72,118,43,26,48,1,0
จันเสนเอ็งสุวรรณอนุสรณ์,64,64,0,151,170,321,10,19,9,3,7,0,0
หนองโพพิทยา,30,23,7,117,98,215,12,14,8,5,1,0,0
ทหารอากาศอนุสรณ์,98,78,20,259,248,507,14,27,3,13,11,0,0
ลาดทิพรสพิทยาคม,71,41,30,48,47,95,6,10,7,1,2,0,0
ช่องแคพิทยาคม,38,38,0,111,109,220,12,11,2,1,8,0,0
ท่าตะโกพิทยาคม,194,194,0,778,981,1759,48,66,22,25,19,0,0
พนมรอกวิทยา,108,91,7,155,191,346,11,12,4,4,4,0,0
ไพศาลีพิทยา,149,149,0,575,713,1288,33,49,14,18,17,0,0
ตะคร้อพิทยา,59,59,0,161,179,340,12,15,10,4,1,0,0
วังข่อยพิทยา,58,56,2,120,149,269,10,10,8,0,2,0,0
ตากฟ้าวิชาประสิทธิ์,189,139,50,357,486,843,30,36,15,1,20,0,0
อุดมธัญญาประชานุเคราะห์,46,33,13,108,107,215,9,10,3,3,4,0,0
ทัพทันอนุสรณ์,217,212,5,380,458,838,23,36,5,11,20,0,0
สว่างอารมณ์วิทยาคม,141,131,10,202,278,480,15,26,7,13,6,0,0
หนองฉางวิทยา,271,271,0,974,1490,2464,66,95,29,22,44,0,0
อุทัยวิทยาคม,401,362,37,925,1112,2037,58,80,24,27,29,0,0
หนองเต่าวิทยา,23,18,5,49,46,95,10,11,0,2,9,0,0
ตลุกดู่วิทยาคม,70,70,3,231,278,509,18,27,0,0,27,0,0
บ่อยางวิทยา,32,32,0,133,138,271,13,13,9,3,1,0,0
บ้านทุ่งนาวิทยา,69,69,0,192,178,370,12,20,4,11,5,0,0
พุทธมงคลวิทยา,75,75,0,161,167,328,12,17,0,7,10,0,0
ทุ่งโพวิทยา,30,29,1,65,67,132,11,8,1,1,6,0,0
หนองขาหย่างวิทยา,93,93,0,107,107,214,12,24,5,12,7,0,0
กาญจนาภิเษกวิทยาลัยอุทัยธานี,53,53,0,111,150,261,18,21,1,13,7,0,0
บ้านไร่วิทยา,288,288,0,764,882,1646,47,67,35,24,8,0,0
การุ้งวิทยาคม,78,58,20,178,189,367,13,19,8,9,2,0,0
ทองหลางวิทยาคม,50,48,2,90,89,179,8,11,4,2,5,0,0
หนองจอกประชานุสรณ์,41,27,5,112,135,247,12,15,9,3,3,0,0
วังหินวิทยาคม,54,27,27,85,93,178,12,11,3,6,2,0,0
